Unnamed: 0,titles,category
44.0,한동훈친윤프레임벗기시도김경율공천김여사리스크로갈등고조,Politics
45.0,유승민의한동훈사퇴요구설에이건또무슨막장드라마일침,Politics
46.0,사실상한동훈에경고대통령실용산이관여할일아냐,Politics
47.0,우발적충돌이핵전쟁부를수도남북대화힘들면자제부터,Politics
48.0,유승민검사들이한다는정치수준이고작이것밖에안되나,Politics
49.0,경산돌아온올드보이최경환현역의원대통령실출신과공천경쟁총선격전지속으로,Politics
50.0,한동훈대통령과명품백충돌사퇴요구에저항,Politics
51.0,용산참모줄줄이총선행출사표던진곳은,Politics
52.0,술잔이식기전에돌아오겠습니다말말말,Politics
53.0,현근택빠지니이번엔이수진비명윤영찬지역구출마할듯,Politics
54.0,작년방산빅매출영업익껑충수출증가영향,Politics
55.0,명품백논란에친윤무슨사과냐반격,Politics
56.0,이재명우리북한발언논란종북말버릇,Politics
57.0,용산의한동훈비토설에이준석서로다른팀인척유승민검사출신들정치수준이,Politics
58.0,친윤계사과불가론앞세워한동훈거취압박총선앞격랑김건희리스크대응내홍,Politics
59.0,동축로터형개인휴대전투드론소리없이날아가전차도박살,Politics
60.0,민주용퇴막말컷오프띄웠다중진물갈이대항마,Politics
61.0,닻올린이준석의개혁신당제지대빅텐트향배는,Politics
62.0,총리실고발이재명열상추정문자두고끝없는음모론,Politics
63.0,공화대선후보디샌티스중도사퇴트럼프지지선언종합,Politics
64.0,행정만족한순간후퇴책임리더십표본차관열전,Politics
65.0,인천서울호선연장난항정차역곳빠지고건폐장만부담,Politics
66.0,단독해병대준장명돌연보직인사명은개월만에교체,Politics
67.0,임혁백권역별비례제제안고착된선거제논의대안될까,Politics
68.0,유승민한동훈꽂은지한달도안돼또개싸움인가왜이런추악한싸움을,Politics
69.0,이준석이낙연과연대항상유효해,Politics
70.0,거대양당시스템공천에도자객공천잡음에마타도어혼란,Politics
71.0,자발적으로멈춰야공관위원장세대선중진겨눴다,Politics
72.0,김건희리스크회피술윤기자회견대신특정방송사단독인터뷰검토,Politics
73.0,최소석예상중랑을막내와시대첫째싸움총선,Politics
74.0,윤석열한동훈정면충돌암초부닥친여당,Politics
75.0,재벌저격수에서반도체전도사로변신한박영선,Politics
76.0,단독주한러대사북러무기거래익명의사진이뭔증거냐,Politics
77.0,김건희여사의혹사과놓고쪼개진국힘,Politics
78.0,파워게임양상돌아올수없는강건너나,Politics
79.0,친명공천논란잠재우기이재명이해찬공정한공천중요,Politics
80.0,닻올린이준석개혁신당영남서국민의힘과경쟁,Politics
81.0,막오른공천전쟁현역컷오프술렁감점없다,Politics
82.0,민주당탈당한최성전고양시장불법적이고폭력적이었다,Politics
83.0,이재명만난이해찬살아돌아와감명총선크게이겨야,Politics
84.0,싸움에밀린정치인들은줄줄이험지로,Politics
85.0,전대협한총련공천심사앞두고전면전,Politics
86.0,수도권출마자들명품백입장표명필요친윤몰카범죄인데왜사과하나,Politics
87.0,대통령실이불공정공천당내실제원인은명품백문제,Politics
88.0,선이상세대인위적감점없다,Politics
89.0,이관섭한동훈만나이지지철회할일할것사퇴거부,Politics
90.0,박영선삼성잡는저승사자나는지금반도체에미쳐있다,Politics
91.0,시한부언급한전여옥한밤중심경글제가총선때까지살아있을까요,Politics
92.0,혼돈의일대통령과한동훈사이에무슨일있었나,Politics
93.0,단독당정긴급회동한동훈사퇴요구없어친윤움직임변수,Politics
94.0,유경준원하는공천안하면내쫓겠다는협박나도받았었다,Politics
95.0,유승민또개싸움이냐,Politics
96.0,제부속실어떻게탄생할까배우자법제정목소리도,Politics
97.0,한동훈표정치개혁하나마나한얘기진부해,Politics
98.0,단독사천논란에한동훈이관섭윤재옥과비공개인회동몰카공작대응우려공유,Politics
99.0,대통령실한동훈사퇴요구국민보고할일할것,Politics
0.0,양낙규의북첫언급한불화살은,Politics
1.0,우연의일치민주당삼색깃발속퍼스널컬러녹취록,Politics
2.0,한김경율사퇴얘기들은바없어대학생들과현장간담회,Politics
3.0,지금수원민심남경필이후국민의힘누가있긴있나요,Politics
4.0,불났는데너무활짝웃었네서천시장방문행안부장관표정논란,Politics
5.0,인요한김여사마리앙투아네트비유는부적절영부인예우해야,Politics
6.0,지하세계김무성과화해하고싶다화해단어적절한가나는정치인이다,Politics
7.0,지하세계유영하눈물펑펑쏟은사연박근혜가감옥서건넨쪽지나는정치인이다,Politics
8.0,단독사천논란마포을김성동오늘예비후보등록,Politics
9.0,김정은지방에초보적인생필품조차제공못해당정심각한문제,Politics
10.0,전격시사호준석대변인국민의힘비상대책위원회갈등나쁜일아냐조정과수습이중요명품백수수논란에대해설명이있어야하고제부속실등시스템마련이필요,Politics
11.0,지하세계그때박근혜는절박했다총선이긴썰한동훈비대위원장들어나는정치인이다,Politics
12.0,이준석유승민모시고싶은마음굴뚝적절한시점에말씀드릴것,Politics
13.0,전대통령딸문다혜씨다시표적될아버지번째생일축하한다,Politics
14.0,다시표적이될아버지생일날딸다혜씨가남긴게시글,Politics
15.0,당직자들이구동성으로한동훈에대해내린평가녹취록,Politics
16.0,지하세계박근혜사저와가까운곳으로대구달서갑출마이유나는정치인이다,Politics
17.0,이달명품백논란직접설명검토방송대담무게용산실록,Politics
18.0,인요한김여사마리앙투아네트비유는부적절프랑스는왕국,Politics
19.0,대통령명품백논란직접입장밝힐듯뉴스쏙속,Politics
20.0,지하세계김경율언행진중해야김건희여사디올백경위설명필요나는정치인이다,Politics
21.0,당선무효형앞둔정의당비례의원사직기호번지키기목적,Politics
22.0,잘생긴할아버지가어딨어요이재명빵터진순간,Politics
23.0,좁아지는지대이낙연출마광주시민의견듣겠다,Politics
24.0,북한어제신형전략순항미사일불화살형첫시험발사종합,Politics
25.0,인요한우리가뽑은대통령영부인품격있게대해야,Politics
26.0,김웅김건희여사사저가거나해외로나가야녹취록,Politics
27.0,윤한갈등숨고르기에도공천권뇌관김건희명품백입장발표검토,Politics
28.0,우크라이나전쟁은북한신무기시험장우크라발쏠때러시아는만발이현호기자의밀리터리톡,Politics
29.0,항소심당선무효형이은주정의당석지키려의원직사직,Politics
30.0,인터뷰김영호통일장관북한눈치보면안돼원칙있는대북정책실현해가겠다,Politics
31.0,오만정이상민대통령이어떻게당대표를물러나라마라하나,Politics
32.0,윤대통령직접입장밝히나한동훈은대학으로이재명은군부대로이준석유승민이낙연에온도차띵동정국배달,Politics
33.0,북한어제신형전략순항미사일불화살시험발사,Politics
34.0,다음주초반까지는김여사명품백논란입장표명할듯,Politics
35.0,잘생긴할아버지가어딨어요아이말에이재명빵터졌다,Politics
36.0,친문때리며출마선언한찐명당내친명친문갈등본격화,Politics
37.0,뉴스돋보기윤대통령정면돌파나설까논란직접설명검토,Politics
38.0,오렌지색결국합쳤다이준석양향자합당제지대빅텐트서나,Politics
39.0,김경율사퇴생각없다오늘비대위회의도참석,Politics
40.0,김건희여사질문에한동훈내생각충분히말씀드렸다,Politics
41.0,재난배경정치쇼저열한정치공세,Politics
42.0,한명만낳아도만원파격지원덕구유일하게아기늘었다,Politics
43.0,워싱턴포스트사설위협무시가능사아냐대응계획촉구,Politics
44.0,이은주정의당의원일의원직사퇴의석승계예정,Politics
45.0,선물받은한동훈이한말나는공무원아니니받아도되지요,Politics
46.0,김성주제신당은반윤가설정당안철수가실패한실험한판승부,Politics
47.0,이르면이달방송대담으로김여사명품가방논란설명할듯,Politics
48.0,일신형전략순항미사일불화살첫시험발사,Politics
49.0,김여사명품가방논란직접설명하나,Politics
50.0,한동훈갈등봉합후청년공략전략공천윤곽,Politics
51.0,북이번엔순항미사일열흘만에또도발,Politics
52.0,한김경율사퇴얘기들은바없어대학생들과현장간담회,Politics
53.0,한동훈김여사리스크질문에딱지난번했던말그대로,Politics
54.0,다시표적될우리가족딸다혜씨의미심장저격글에정치권술렁,Politics
55.0,대통령실명품가방출구전략고심한동훈엔불만,Politics
56.0,이번엔서해로순항미사일무기체계바꿔가며불안조장,Politics
57.0,앞으로어떻게관계설정해나갈까관측분분,Politics
58.0,갈등일단봉합김여사김경율불씨는여전,Politics
59.0,민주대통령실당무개입고발포함검토,Politics
60.0,제지대소통합대통합단계빅텐트론추진,Politics
61.0,모호한봉합에벌써윤한차전설설,Politics
62.0,이준석양향자신당부터합쳤다제지대빅텐트전쟁,Politics
63.0,김웅김여사리스크해소법에대해출국하거나사저옮기는등파격적인해법필요,Politics
64.0,제지대신당한국형다당제의시작일까,Politics
65.0,용혜인또비례출마이탄희정말불출마두사람에게직접물었다김은지의뉴스,Politics
66.0,이번엔서해로전술핵탑재가능순항미사일여러발쐈다,Politics
67.0,여전히매듭못짓는김여사논란한동훈제생각이미충분히전해,Politics
68.0,여당곳전략공천대상지역에원외정치신인들노심초사,Politics
69.0,한동훈운동권정치인들에겐그런마음없지만지금청년층에겐죄송,Politics
70.0,민주당의원당원도권역별병립형비례제선호소수당배려로명분챙기기,Politics
71.0,이준석한동훈위원장삼일천하도아니었다,Politics
72.0,정권과공천사이친윤의침묵,Politics
73.0,주만에또화살형추정순항미사일서해상여러발발사,Politics
74.0,여사논란에충분히말씀김경율사퇴엔들은바없어,Politics
75.0,막다른김건희명품백이직접입장밝힐듯,Politics
76.0,완전봉합해법도분분용산결자해지론김경율사퇴론,Politics
77.0,한동훈김여사이슈에제생각이미충분히말씀드렸고더는,Politics
78.0,김장겸개혁신당방송정책에우려보수정당의정책아냐,Politics
79.0,김무성한동훈때로는침묵이좋은답문제즉각즉각해결해야,Politics
80.0,원로들당과상하아닌협력관계많이묻고들어야,Politics
81.0,영입인재용산실무진줄줄이험지로,Politics
82.0,한동훈지금풀어야할게많다균열생긴상황서어떻게리더십회복할지도관심,Politics
83.0,미국도못지켜준다홍해바닷길방어양만춘함으로버거운까닭,Politics
84.0,한동훈운동권정치인말고청년에죄송한마음,Politics
85.0,북한판토마호크서해로여러발도발전술핵훈련한듯,Politics
86.0,국내공공기관하루만건꼴해킹챗로대상물색,Politics
87.0,김경율한동훈과는남자끼리통하는사이사퇴론에선그어,Politics
88.0,말했던그대로다여의도사투리배워가는한동훈,Politics
89.0,이재명년전음주는괜찮다민주당공천기준논란,Politics
90.0,잘생긴할아버지어딨어요아이말에이재명웃음터졌다,Politics
91.0,외신도주목한김건희핸드백디올백이한국여당뒤흔든다,Politics
92.0,한동훈제생각충분히말해김건희리스크언급자제,Politics
93.0,갈등덮고청년공략전략공천윤곽,Politics
94.0,그날밤연락끊은유승민그와의관계그때파탄났다박근혜회고록,Politics
95.0,총선공천작업본격화현역물갈이선거승패갈랐다,Politics
96.0,갈등일단은봉합여전히불씨남아,Politics
97.0,인터뷰수원무염태영대통령놀이국민이심판할것,Politics
98.0,북순항미사일발발사핵탑재가능하다는화살형가능성,Politics
99.0,남한점령운운한북한직접도발가능성은낮다,Politics
0.0,인요한김여사마리앙투아네트비유는부적절프랑스는왕국,Politics
1.0,이준석유승민모시고픈마음굴뚝같다적절한시점에말할것,Politics
2.0,윤석열대통령김여사명품가방논란직접언급할듯,Politics
3.0,심당선무효형이은주정의당석지키려사퇴내일본회의서처리될듯,Politics
4.0,디올백이한국여당뒤흔들어외신도주목한김여사가방논란,Politics
5.0,투나잇이슈여권갈등봉합국면민주당자객출마논란여전,Politics
6.0,허은아제지대합당분위기불발안될것같다논의잘되고있어,Politics
7.0,이준석한동훈은삼일천하도아니었다어설픈봉합진퇴양난,Politics
8.0,대통령이르면이달김여사명품가방논란직접설명,Politics
9.0,대통령이르면이달김여사명품가방논란직접설명,Politics
10.0,인요한영부인품격있게대해야마리앙투아네트적절치않아,Politics
11.0,나이트포커스여당김건희리스크여진제생각은충분히말씀드렸다,Politics
12.0,김웅약속대련윤석열한동훈둘다졌다병력동원실패,Politics
13.0,윤정호의오늘봉합열차어디로,Politics
14.0,이준석유승민모시고픈마음굴뚝같아,Politics
15.0,이준석김기현과달랐다갈등봉합이면엔,Politics
16.0,좁아지는지대이낙연출마광주시민의견듣겠다,Politics
17.0,항소심당선무효형이은주정의당석지키려오늘사퇴,Politics
18.0,이준석양향자합당이낙연민주탈당파도통합속도,Politics
19.0,김여사사과김경율사퇴출구전략갑론을박,Politics
20.0,한동훈제생각충분히말해김건희리스크언급자제,Politics
21.0,새미래이낙연전주식당서냉대아닌환대정동영사과해야,Politics
22.0,대법선고앞둔정의당이은주의석지키려비례의원직사퇴,Politics
23.0,정면승부나경원동일지역구선이상중진패널티받아들일수있어,Politics
24.0,봉합위한대통령실출구전략은,Politics
25.0,개혁신당새미래미래연각자중텐트다음은,Politics
26.0,약속대련치킨게임다던진이준석김근식수평되면입지제로,Politics
27.0,김건희여사를더품격있게대해야우리가뽑은대통령영부인,Politics
28.0,국민의힘강사빈상근부대변인지방청년대변할목소리필요지방청년에도균등한기회있어야여의도행,Politics
29.0,출마선언정동영이낙연탈당세력은국힘중대,Politics
30.0,정의당이은주일의원직사퇴의사밝힐듯,Politics
31.0,열흘만에북순항미사일여러발쏴,Politics
32.0,이준석양향자합당제지대우측먼저중텐트,Politics
33.0,한동훈김여사언급피하며핵심은민생국면전환나서,Politics
34.0,몇번이나배꼽잡았다세생일이강추한책,Politics
35.0,기자서천화재현장대통령과봉합적절했나한동훈답변은,Politics
36.0,인요한갈등금방봉합디올백논란지엽적,Politics
37.0,정치톡톡민방위복대신사복얼굴바꾼민주당유영하펑펑운이유,Politics
38.0,뉴스레터김병민약속대련전제부터잘못한동훈은책임정치할사람,Politics
39.0,뉴스레터노무현사위곽상언노무현정치는숙명명예이자멍에,Politics
40.0,이준석유승민모시고픈마음한동훈삼일천하도아니었다,Politics
41.0,신원식전주갑후보탈당제지대세력화신호탄되나,Politics
42.0,이준석개혁신당으로유승민모시고픈마음굴뚝같다,Politics
43.0,약속대련강조하는이준석한동훈탈윤석열우려하나,Politics
44.0,윤대통령명품백의혹입장밝힐듯대통령결심의문제다양한안검토,Politics
45.0,봉합에도김건희리스크해소요구제대로논란풀어야,Politics
46.0,거대경제권형성해인구소멸지역반등염원정부반대넘어섰다,Politics
47.0,이상민이재명한동훈불난데서봉합쇼사악쓰레기만던져여의도초대석,Politics
48.0,개발해야안되는이유오상현의무기큐브,Politics
49.0,정치쇼정치공세윤한회동서천시장서무슨일이,Politics
50.0,총선열전지대안철수김병욱김은혜류호정대금배지들의전쟁,Politics
51.0,대통령실한동훈에복잡한속내김여사사과는안돼,Politics
52.0,김여사리스크에한동훈했던말그대로갈등봉합맞나,Politics
53.0,공무원아니니받아도되죠선물받은한동훈이한말,Politics
54.0,김경율거취문제여진지속의혹설명필요,Politics
55.0,여랑야랑군부대비데민원수리이상민웃는사진삭제한동훈인재전략공천,Politics
56.0,이준석유승민모시고픈마음굴뚝같아적절한시점에말할것종합,Politics
57.0,김종인김기현도못피한피바람한동훈은피했다,Politics
58.0,아는기자윤한갈등봉합아니라덮었다,Politics
59.0,한동훈김경율사퇴들은바없다마포을전략공천가시화,Politics
60.0,창당다음날합당코미디라던이준석창당일만에합당김은지의뉴스,Politics
61.0,친문때리며출마선언한찐명당내친명친문갈등본격화,Politics
62.0,뉴스추적당정이제는원팀본편은공천싸움,Politics
63.0,김정은결국김일성유산지웠다기념탑철거하며남북관계단절의지드러내,Politics
64.0,호재잡은민주당여당흔들기총력전,Politics
65.0,이준석양향자합당이낙연민주탈당파도통합속도,Politics
66.0,한동훈쌍특검찬성해야내일재표결불발,Politics
67.0,좁아지는지대이낙연출마광주시민의견듣겠다,Politics
68.0,김건희여사논란에한동훈위원장제생각충분히말씀언급자제,Politics
69.0,단독한윤갈등촉발자김경율김성동에고생미처몰라문자김내용증명보내듯,Politics
70.0,김남국소개팅서수제햄버거나눠먹었다글읽은정유라의독설,Politics
71.0,한동훈대학생들과분토론젊은분들많이모시고싶다,Politics
72.0,전략곳단수곳국힘부산공천윤곽,Politics
73.0,잘생긴할아버지가어딨어요이재명빵터뜨린어린이,Politics
74.0,노영민이관섭비서실장한동훈사퇴권유있을수없는일,Politics
75.0,정권과공천사이친윤들갈등엔몸사리기,Politics
76.0,반문이언주복당놓고갈등골깊어지는민주,Politics
77.0,윤대통령한위원장충돌은총선이후권력쟁투예고편,Politics
78.0,난공무원아니니까당직자선물에한동훈이꺼낸말,Politics
79.0,국민의힘공천규정구체화텃밭의원들긴장감높아져,Politics
80.0,부산북강서갑전재수상대는,Politics
81.0,후보난립지역구경선은심사총점격차가관건,Politics
82.0,친윤낙하길트고현역교체길넓힌공천관리위,Politics
83.0,봉합열차올랐지만차관문공천권도충돌갈림길,Politics
84.0,김무성나는올드보이아닌골든보이구태규정잘못된것,Politics
85.0,트럼프바이든재대결로굳어가는미대선,Politics
86.0,생일날엔산행이죠눈내린영축산오른부부,Politics
87.0,총선전도발수위높이는이번엔순항미사일쐈다,Politics
88.0,현재진행형김건희리스크에한동훈딜레마,Politics
89.0,이낙연호남출마저울질광주시민의견듣고결정,Politics
90.0,북서해로순항미사일발사핵공격능력위협,Politics
91.0,국방장관운용부대점검유사시정권종말의선봉장,Politics
92.0,여야원내대표중대재해법유예머리맞댔지만합의불발종합,Politics
93.0,우려어떻게풀건가쏟아지는김건희질문한동훈은묵언수행중,Politics
94.0,이낙연엄근진벗고자세낮춘까닭,Politics
95.0,자객출마로비명횡사경선도전도못하나민주시끌,Politics
96.0,한동훈민주컷오프기준굉장히정교이재명만해당안돼,Politics
97.0,중대재해법유예는외면조달빛철도는일사천리,Politics
98.0,한동훈김건희여사명품백질문에딱지난번했던말그대로,Politics
0.0,갈등봉합윤한김건희리스크출구전략찾을까,Politics
